record_id,origin,title,date_local,time_local,timezone,venue,neighborhood,borough,host,official_url,registration_url,source_calendars,format,net_signal,icp_score,icp_fit_rationale,confirmed_people_orgs,target_audience,price_currency,access_requirements,observed_registration_status,observation_time,rank_score,rank_tier,remaining_uncertainty,slug,official_desc_snippet,networking_evidence,evidence_level,desc_has_commercial
CW-0052,official-838,"Driving the Future of Climate Action: A Network USA, NYC Climate Week Convening",2026-09-21,04:00pm-06:00pm,America/New_York (assumed; NYC listing),United States,,,United Nations Global Compact Network USA,https://www.climateweeknyc.org/event-search/driving-the-future-of-climate-action-a-network-usa-nyc-climate-week-convening?hsLang=en,https://forms.office.com/r/9AZz6pyNpi,climateweeknyc.org/event-search (official),In-person,strong,8,built world / data centers / real estate; energy / grid / power markets; software / data / AI infrastructure  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),10,Strong-qualified,Registration status/price/eligibility not verified.,driving-the-future-of-climate-action-a-network-usa-nyc-climate-week-convening,"04:00pm - 06:00pm, Monday, September 21, 2026 United States Private event Register now As climate change accelerates, so too must the pace and scale of innovation. U.S. companies have long been at the forefront of innovative climate solutions. Today, that innovation encompasses not only technology, but also new ways of thinking, from business models and investment frameworks to cross-sector collaborations that challenge traditional ways of doing business. Driving the Future of Climate Action wil",demo,primary-page (official description parsed 2026-09-10),yes
ECO-fff-nycw,ecosystem-luma,Female Founders & Funders Gathering @ NY Climate Week,2026-09-21,13:30–16:00,America/New_York,Midtown South (obfuscated),,,Planeteer Capital; Elemental Impact; SE Ventures,,https://luma.com/fff-nycw,Luma public search (query: founders),founder/funder,medium,7,founder/funder,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,fff-nycw,"FFF returns to New York for Climate Week's most impactful networking event!
We're bringing together hundreds of venture investors and startup operators across energy, AI, mobility, resilience, food systems, deep tech, and infrastructure... all of whom happen to be women! 🙋‍♀️ 💸
Space is limited - please RSVP to request an invitation.
Hosted at our most epic rooftop venue yet, with a DJ spinning live beats 🪩 Plus, fan-favorite founder speed pitches.
Co-hosted by Planeteer Capital & Earthshot Ventures.
Thank you to our sponsors: SE Ventures, Breakthrough Energy, Elemental Impact, Justworks, East",network,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
CW-0062,official-838,Food Tank at Climate Week NYC: Mission Driven Brands Sustainability Summit,2026-09-21,01:30pm-04:30pm,America/New_York (assumed; NYC listing),44 Charlton St,,Manhattan,Food Tank,https://www.climateweeknyc.org/event-search/food-tank-at-climate-week-nyc-mission-driven-brands-sustainability-summit?hsLang=en,https://www.eventbrite.com/e/climate-week-nyc-mission-driven-brands-sustainability-summit-tickets-1993707545939?aff=oddtdtcreator&keep_tld=true,climateweeknyc.org/event-search (official),Hybrid,medium,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Qualified,Registration status/price/eligibility not verified.,food-tank-at-climate-week-nyc-mission-driven-brands-sustainability-summit,"01:30pm - 04:30pm, Monday, September 21, 2026 44 Charlton St, Manhattan, New York, New York, 10014, United States Private event Register now The afternoon of Monday, September 21st, join Food Tank, Bel US, Northstar Recycling, Global Traceability Framework for Beef and Leather, and Bonterra Organic Estates at WNYC-NPR Studios’ The Greene Space in New York City. ""Mission Driven Brands Sustainability Summit"" is the annual gathering of CSOs, mission driven brand leaders, impact directors, and found",gathering,primary-page (official description parsed 2026-09-10),no
CW-0092,official-838,"Guidehouse Roundtable - From sustainability reporting to business control: data, risk, suppliers and AI",2026-09-21,09:00am-12:00pm,America/New_York (assumed; NYC listing),New York,,,Guidehouse,https://www.climateweeknyc.org/event-search/4th-guidehouse-climate-week-roundtable-meeting?hsLang=en,https://forms.cloud.microsoft/r/sFthiW2DqC,climateweeknyc.org/event-search (official),In-person,strong,3,software / data / AI infrastructure  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,4th-guidehouse-climate-week-roundtable-meeting,"09:00am - 12:00pm, Monday, September 21, 2026 New York, NY, United States Private event Register now Join Guidehouse, its corporate clients, and partners for a focused Climate Week roundtable. We will focus on how sustainability programs are becoming core business infrastructure. In the session, we will explore how organizations are improving data quality, preparing for assurance, managing climate and supply chain risks, and engaging suppliers. We will examine how SaaS platforms and AI are reduc",roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0119,official-838,Keep the River Liquid: A Finance Lab for the Colorado Basin,2026-09-21,12:00pm-03:30pm,America/New_York (assumed; NYC listing),Private - to be disclosed with invitation,,Manhattan,Thirst Foundation and Walton Family Foundation,https://www.climateweeknyc.org/event-search/keep-the-river-liquid-a-finance-lab-for-the-colorado-basin?hsLang=en,https://keeptheriverrunning.com/summit/new-york/,climateweeknyc.org/event-search (official),In-person,medium,5,built world / data centers / real estate; climate finance / investment  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,keep-the-river-liquid-a-finance-lab-for-the-colorado-basin,"12:00pm - 03:30pm, Monday, September 21, 2026 Private - to be disclosed with invitation, Manhattan, New York, New York, 10017, United States Private event Register now This private lunch event and workshop brings together a mix of investors, family offices, and climate finance and infrastructure experts to take the most promising strategies from the starting gate to the finish line. Whether it's better risk assessment, capital allocation, water funds, resilience bonds, or public-private partners",lunch,primary-page (official description parsed 2026-09-10),yes
ECO-tbo854x6,ecosystem-luma,NY Tech Meetup - Climate Tech Edition,2026-09-21,17:00–21:30,America/New_York,"Civic Hall, 124 E 14th St, Union Square",,,NY Tech Alliance; Campus Deep Tech; Columbia,,https://luma.com/tbo854x6,Luma public search (query: climate tech),founders/vc/pitch,medium,9,founder/VC pitch + networking reception,"Panelists: Vanessa Chan (Penn Engineering); Gernot Wagner (Columbia Business School); Anastasia O'Rourke (Carbon Containment Lab / Yale). Judges: Priyanka Bakaya (ARPA-E); Rachel Slaybaugh (DCVC); Noah Sumait (Energy Impact Partners). Hosts: NY Tech Alliance, Campus Deep Tech, Columbia Lenfest Center, Columbia Climate Fund. 6 startup pitches + reception.",Not stated (unverified),USD 20.00 (listed paid ticket; check ticket-specific conditions),Registration available subject to listed capacity/status; eligibility not independently established.,Registration open (Luma primary page),2026-09-10T22:13:01.474475+00:00,10,Strong-qualified,Registration status/eligibility not fully verified. Also on official directory (row CW-0070) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,tbo854x6,"Join us for the September edition of the NY Tech Meetup, where we’re partnering with Campus Deep Tech.
This NY Tech Meetup includes a few special elements including an expert panel on resilience and the future of climate tech and one of the largest startup pitch competitions during Climate Week NYC.
See the investors that will be in the room listed below!
Each competing startup demoer is developing moonshot innovations originating in university research labs that will help address pressing resilience challenges across:
Climate & Natural Disasters
Energy, Water, Telecom, and AI Infrastructure
I",meetup,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
CW-0125,official-838,"Nature x Infrastructure Mixer, Building for Biodiversity",2026-09-21,07:00pm-09:00pm,America/New_York (assumed; NYC listing),698 Manhattan Ave,,Manhattan,3FWILD,https://www.climateweeknyc.org/event-search/nature-x-infrastructure-mixer-building-for-biodiversity?hsLang=en,https://luma.com/yiuqn757,climateweeknyc.org/event-search (official),In-person,strong,3,built world / data centers / real estate  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,nature-x-infrastructure-mixer-building-for-biodiversity,"07:00pm - 09:00pm, Monday, September 21, 2026 698 Manhattan Ave, Rooftop, Brooklyn, Brooklyn, New York, 11222, United States Public event Register now Join 3FWILD, Jamaica Bay Wetlands Fellows and Wild Seed Studio at Index's rooftop in Greenpoint for wilderness-inspired hors d'oeuvres and visuals that will transport you out of the City and into the landscapes that restore biodiversity. Whether you are an engineer, infrastructure manager, a scientist, wildlife advocate or a biodiversity enthusias",,primary-page (official description parsed 2026-09-10),yes
CW-0139,official-838,Neste Energy Security Drinks Reception at the Residence of the Consul General of Finland in New York,2026-09-21,06:00pm-08:00pm,America/New_York (assumed; NYC listing),Residence of the Consul General of Finland in New York | Address to be shared with the attendees,,Manhattan,Neste,https://www.climateweeknyc.org/event-search/neste-energy-security-drinks-reception-at-the-residence-of-the-consul-general-of-finland-in-new-york?hsLang=en,https://www.lyyti.fi/reg/Energy_Security_drinks_reception_at_the_Official_Residence_of_the_Consul_General_of_Finland_4374,climateweeknyc.org/event-search (official),In-person,strong,5,built world / data centers / real estate; energy / grid / power markets  [secondary: transport / mobility],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,neste-energy-security-drinks-reception-at-the-residence-of-the-consul-general-of-finland-in-new-york,"06:00pm - 08:00pm, Monday, September 21, 2026 Residence of the Consul General of Finland in New York | Address to be shared with the attendees, Manhattan, New York City, United States Private event Register now Energy security and the energy transition are no longer parallel discussions, they are the exact same imperative. The next decade will not be defined by those who set the highest ambitions, but by those who deliver at scale. We need a decade of delivery. Neste, world’s leading producer of",cocktail; network; reception,primary-page (official description parsed 2026-09-10),yes
ECO-outrunco2,ecosystem-luma,OutRun CO2 Club,2026-09-21,06:30–08:30,America/New_York,On Flagship Store NYC Flatiron,Midtown,,"Sophie Purdom, Tom McQuillen, Dan Fitzgerald",,https://luma.com/outrunco2,CTVC guide (luma.com/nycwguide2026),Social / run club,medium,4,Social / run club,,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Registration open (Luma primary page),2026-09-10T22:13:01.474475+00:00,5,Qualified,Registration status/eligibility not fully verified.,outrunco2,"Join Onto Ventures & Planeteer Capital for our fourth annual OutRun CO2 Club — kicking off NYCW at the starting line!
Reconnect with climate friends, log a few morning miles before a packed week, and compete for some new gear from On!
What: Out-and-back 5k on the Hudson River Greenway (aka Club Westside Highway, iykyk)
Where: On Flagship Store, Flatiron @162 5th Ave
When:
6:30am - Cloudrise Cyclon & Light Spray shoe demo
⏰ 7:00am - We lace up & run! ⏰
7:45am - non-runners welcome to join in-store for networking
Who: Climate founders, funders, scientists, enthusiasts, + special guests!
Treats: ",connect,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
CW-0121,official-838,Protecting Workers on the Frontlines of Extreme Heat: What Changemakers and Investors Need to Know,2026-09-21,02:30pm-04:30pm,America/New_York (assumed; NYC listing),40 W 20th St,,Manhattan,NRDC (Natural Resources Defense Council) and Trillium Asset Management,https://www.climateweeknyc.org/event-search/protecting-workers-on-the-frontlines-of-extreme-heat-what-changemakers-and-investors-need-to-know?hsLang=en,https://tinyurl.com/3rbmzx5n,climateweeknyc.org/event-search (official),In-person,medium,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Qualified,Registration status/price/eligibility not verified.,protecting-workers-on-the-frontlines-of-extreme-heat-what-changemakers-and-investors-need-to-know,"02:30pm - 04:30pm, Monday, September 21, 2026 40 W 20th St, 6th floor conference room, Manhattan, New York, New York, 10011, United States Public event Register now Panel discussion with social mixer to follow",mixer; social,primary-page (official description parsed 2026-09-10),no
ECO-rebalanceny2026,ecosystem-luma,Rebalance New York 2026: CSO Summit,2026-09-21,12:00–17:00,America/New_York,,Manhattan,Manhattan,Rebalance,,https://luma.com/rebalanceny2026,CTVC guide (luma.com/nycwguide2026),Conference,strong,6,Conference,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established. Closed-door summit for senior sustainability leaders; primary description says no vendors or their pitches.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,rebalanceny2026,"Rebalance NY 2026: A Climate Week NYC executive experience for corporate sustainability leaders
Curated by Patch, co-hosted by ServiceNow
AI is reshaping what's possible in climate work, and what's expected of you. In 2026, the pressure to deliver on net zero commitments is real, the tools are evolving fast, and the right answers aren't obvious yet.
Rebalance is a closed-door summit for senior sustainability leaders to work through it together. No vendors or their pitches will be present, so expect to have focused conversation with some of the most senior global sustainability leaders navigati",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
CW-0134,official-838,Resilient Infrastructure: Planning for Tomorrow’s Climate Risks,2026-09-21,08:30am-10:00am,America/New_York (assumed; NYC listing),605 3rd Ave,,Manhattan,"The U.S. Conference of Mayors, AECOM Advisory, C2ES",https://www.climateweeknyc.org/event-search/resilient-infrastructure-planning-for-tomorrows-climate-risks?hsLang=en,https://luma.com/admho24l,climateweeknyc.org/event-search (official),In-person,medium,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Qualified,Registration status/price/eligibility not verified.,resilient-infrastructure-planning-for-tomorrows-climate-risks,"08:30am - 10:00am, Monday, September 21, 2026 605 3rd Ave, Manhattan, New York, New York, 10158, United States Private event Register now ​Extreme heat, flooding, aging infrastructure, and constrained budgets are forcing cities to rethink how they plan and invest. ​Join the Alliance for a Sustainable Future, a collaboration between the U.S. Conference of Mayors, AECOM and C2ES, for a timely forum bringing together mayors, resilience leaders, investors, and industry experts to explore how data-dr",breakfast,primary-page (official description parsed 2026-09-10),yes
CW-0147,official-838,Senior Leader Roundtable on AI Emissions Transparency,2026-09-21,12:00pm-02:00pm,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/senior-leader-roundtable-on-ai-emissions-transparency?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,senior-leader-roundtable-on-ai-emissions-transparency,"12:00pm - 02:00pm, Monday, September 21, 2026 New York City Private event Register now Companies buying AI at scale are uniquely positioned to reshape the trajectory of its growth, but so far, that opportunity is going untapped. With AI electricity demand projected to triple by 2035, corporate leaders urgently need visibility into the environmental footprint of the AI tools they purchase and the data centers that power them. Under the Chatham House Rule, this roundtable will bring together a sma",marketplace; roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0129,official-838,South Asians in Climate Tech,2026-09-21,06:00pm-08:00pm,America/New_York (assumed; NYC listing),Manhattan,,Manhattan,American South Asian Network (ASAN),https://www.climateweeknyc.org/event-search/south-asians-in-climate-tech?hsLang=en,https://luma.com/asan-sact-0926,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,south-asians-in-climate-tech,"06:00pm - 08:00pm, Monday, September 21, 2026 Manhattan, New York City, New York, 10001, United States Public event Register now South Asians are helping build, finance and scale many of the technologies shaping the global climate transition. Join the American South Asian Network during Climate Week NYC for a conversation with founders, investors and industry leaders working across clean energy, mobility, AI infrastructure, climate resilience and sustainable development. We will explore what it ",network,primary-page (official description parsed 2026-09-10),yes
CW-0114,official-838,The Challenges We Don't Publish: A Sustainability Benchmarking Roundtable,2026-09-21,03:00pm-04:00pm,America/New_York (assumed; NYC listing),888 7th Ave 13th Floor,,Manhattan,Protiviti,https://www.climateweeknyc.org/event-search/the-challenges-we-dont-publish-a-sustainability-benchmarking-roundtable?hsLang=en,https://events.protiviti.com/Sustainability_RT_NYClimateWeek2026,climateweeknyc.org/event-search (official),In-person,strong,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,the-challenges-we-dont-publish-a-sustainability-benchmarking-roundtable,"03:00pm - 04:00pm, Monday, September 21, 2026 888 7th Ave 13th Floor, Manhattan, New York, New York, 10106, United States Private event Register now Organizations rarely disclose where implementation is falling short. This closed-door discussion brings together sustainability leaders from similar industries to openly share challenges, compare approaches, and exchange lessons learned around compliance, strategy development, and business integration. Rather than showcasing accomplishments, partici",,primary-page (official description parsed 2026-09-10),no
