record_id,origin,title,date_local,time_local,timezone,venue,neighborhood,borough,host,official_url,registration_url,source_calendars,format,net_signal,icp_score,icp_fit_rationale,confirmed_people_orgs,target_audience,price_currency,access_requirements,observed_registration_status,observation_time,rank_score,rank_tier,remaining_uncertainty,slug,official_desc_snippet,networking_evidence,evidence_level,desc_has_commercial
ECO-p4hl3mtu,ecosystem-luma,Carbon Removal Community Reception: Climate Week NYC Edition!,2026-09-21,18:00–20:00,America/New_York,New York (address obfuscated until approval),,,Carbon Business Council,,https://luma.com/p4hl3mtu,Luma public search (query: climate week),carbon-removal/reception,strong,5,carbon-removal/reception,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,7,Qualified,Registration status/eligibility not fully verified.,p4hl3mtu,"Come join The Carbon Business Council, Carbon180, Carbon Capture Coalition, Carbon Removal Canada, Carbon Removal Alliance,  Carbon to Sea, Remove, and XPRIZE on Monday, September 21 for a carbon removal community reception at the opening of Climate Week NYC! Connect with other people passionate about carbon removal and get excited for the week ahead.
The event kicks off at 6pm.",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-yaleclimateweek2026,ecosystem-luma,Yale @ Climate Week NYC 2026,2026-09-22,08:00-21:00,America/New_York,"The Yale Club, 50 Vanderbilt Ave, Midtown East",,,Yale Planetary Solutions,,https://luma.com/yaleclimateweek2026,Luma public search (query: climate week),ecosystem/university,medium,6,ecosystem/university,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/eligibility not fully verified.,yaleclimateweek2026,"Yale @ Climate Week NYC 2026 will take place on Tuesday, September 22, from 8:00 AM to 9:00 PM. Click ""Register,"" then use the form to indicate which sessions…",,"ecosystem-primary (Luma registration page, 2026-09-10)",no
ECO-2150-nth0,ecosystem-luma,NYCW Innovation Showcase & Rooftop Breakfast,2026-09-22,08:30–12:00,America/New_York,Hudson Square (obfuscated),,,2150; Extantia,,https://luma.com/2150-nth0,Luma public search (query: climate investor),showcase/breakfast,strong,7,showcase/breakfast,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,9,Strong-qualified,Registration status/eligibility not fully verified.,2150-nth0,"Start your morning with a view and a front-row seat to the future of climate tech.
Join 2150, Azolla Ventures, Blue Bear Capital, Extantia, KOMPAS VC, The Clean Fight, and HSBC Innovation Banking for a morning celebrating NYCW’s climate-tech community.
When: Tuesday, September 22nd
Who: 300 investors and founders tackling the planet’s biggest sustainability challenges
Where: Lower Manhattan
We’re bringing together standout portfolio companies and a select group of climate-focused investors for a fast-paced morning of connection and discovery.
The morning will spotlight companies from each fund",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-amse0fiu,ecosystem-luma,The Scaling Playbook: Roadmaps for Climate Tech's Next Chapter,2026-09-22,10:00-11:30,America/New_York,Financial District (obfuscated),,,Venture Climate Alliance; Jack Fritzinger,,https://luma.com/amse0fiu,Luma public search (query: climate tech),founder/scaling,medium,7,founder/scaling,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/eligibility not fully verified.,amse0fiu,"Scaling climate technology from first-of-a-kind project to bankable, repeatable infrastructure is one of the hardest problems in the climate transition, and…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-3py9lr35,ecosystem-luma,From Lab to Scale: Building the Northeast's Climate Innovation Pipeline,2026-09-22,12:30-13:30,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,Greentown Labs,,https://luma.com/3py9lr35,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Discussion + lunch,medium,7,Discussion + lunch,,Not stated (unverified),unknown,Registration/approval required (Luma); eligibility not verified.,Not observed,2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/eligibility not fully verified.,3py9lr35,,,ecosystem-primary (Luma registration page),no
ECO-l93409yl,ecosystem-luma,Climatetech Startup Showcase,2026-09-22,13:00–15:30,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,Greentown Labs,,https://luma.com/l93409yl,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Pitch / showcase,strong,7,Pitch / showcase,,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Waitlist (Luma primary page),2026-09-10T22:13:01.474475+00:00,9,Strong-qualified,Registration status/eligibility not fully verified.,l93409yl,"Greentown is home to 300+ climate, energy, and industrial startups innovating for a better world. These startups, working across key verticals like energy and power, manufacturing and processing, transportation and logistics, infrastructure and construction, and food, water, and land, are developing the technologies that will pave the way to a low-carbon, abundant, and resilient economy. Now, it's your turn to meet them!Join us for a pitch and showcase event bringing together founders, investors, corporate leaders, policymakers, philanthropists, and beyond at New York Climate Week. Our founder",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-qkfpli2p,ecosystem-luma,The Data Center Dilemma: Building Smart Policy for the AI Era,2026-09-22,14:00-15:00,America/New_York,"140 W 62nd St, Manhattan",,,State and Local Climate Policy Symposium,,https://luma.com/qkfpli2p,Luma public search (query: energy data center),data-center/policy,medium,5,data-center/policy,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,Open/free registration,2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/eligibility not fully verified.,qkfpli2p,The rapid expansion of artificial intelligence is fueling an unprecedented boom in data center construction—but the costs are increasingly being borne by the…,,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-jnh0lxve,ecosystem-luma,"Investing in Resilience: Capital, Risk & Return",2026-09-22,14:00-16:00,America/New_York,"The Ned NoMad, 1170 Broadway, NoMad",,,Top Tier Impact,,https://luma.com/jnh0lxve,Luma public search (query: climate investor),investor/resilience,medium,6,investor/resilience,,Not stated (unverified),USD 150,Registration requires approval,Registration requires approval,2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/eligibility not fully verified. Also on official directory (row CW-0347) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,jnh0lxve,"Climate Week brings thousands of investors, executives, and founders to New York. Far fewer events are designed specifically around the people making capital…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-2x5j1bwk,ecosystem-luma,UTA Foundation Climate Week Cocktail,2026-09-22,16:30–18:30,America/New_York,"230 Fifth Rooftop Bar, 1150 Broadway, NoMad",,,The Impact Lounge,,https://luma.com/2x5j1bwk,Luma public search (query: climate week),cocktail/networking,medium,4,cocktail/networking,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,5,Qualified,Registration status/eligibility not fully verified.,2x5j1bwk,"The UTA Foundation and The Impact Lounge invite you to join us in honor of Climate Week NYC. Gather with leaders across entertainment and philanthropy for an evening of connection, conversation, and community-building around a more sustainable future.",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),no
ECO-rsra440j,ecosystem-luma,WaterTech Futures 2.0: Unlocking Critical Minerals From Industrial Water,2026-09-22,17:00-19:00,America/New_York,Manhattan (obfuscated),,,ClimateHaven,,https://luma.com/rsra440j,Luma public search (query: climate tech),water/minerals/startup,medium,6,water/minerals/startup,,Not stated (unverified),Free,Registration requires approval,Registration requires approval,2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/eligibility not fully verified. Also on official directory (row CW-0263) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,rsra440j,"Hosted by ClimateHaven’s Water Innovation Hub, in collaboration with Wilson Sonsini, Xylem, Burnt Island Ventures, and Echo River Capital.
WaterTech Futures…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-jggg3713,ecosystem-luma,NYCW Founder & Investor Happy Hour,2026-09-22,17:00–19:00,America/New_York,Midtown South (obfuscated),,,Daniel Kriozere et al.,,https://luma.com/jggg3713,Luma public search (query: founders),founder/investor mix,strong,6,founder/investor mix,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Waitlist; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,jggg3713,"Join Venture For ClimateTech and ClimateTech Expertise Network during NY Climate Week for an evening of drinks, food, and connection with the people building, funding, and supporting the future of climate technology.
This happy hour is an opportunity for Venture For ClimateTech founders, alumni, investors, partners, and members of our broader community to get together, catch your breath, and meet up with new and familiar faces across the climate tech ecosystem.What to expect:
🍸 Drinks and food
🤝 Founders, investors, and climate tech community members
💡 Casual conversations and new connections
",connect; drinks; network,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-pwgqfblm,ecosystem-luma,Women and Climate Climate Week NYC Happy Hour,2026-09-22,17:30–20:00,America/New_York,New York (obfuscated),,,Women and Climate,,https://luma.com/pwgqfblm,Luma public search (query: climate investor),happy hour/community,strong,5,happy hour/community,,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Waitlist (Luma primary page),2026-09-10T22:13:01.474475+00:00,7,Qualified,Registration status/eligibility not fully verified.,pwgqfblm,"Welcome to our NYC Climate Week Event for 2026!
Women and Climate's Climate Week NYC Happy Hour is a special space for women and non-binary individuals to network, make new friends! As always, no climate experience necessary!
Our Board Members and Volunteers will also be attending and eager to meet our community, new and existing!
A cash bar will be available for purchase of drinks.
We’re also excited to share our program for the evening:
Susan McPherson and Julie Potyraj will deliver special remarks.
Carter Schmitt and Simran Heer will return as our Masters of Ceremonies.
Women and Climate Bo",happy hour,ecosystem-primary (Luma structured event data independently verified 2026-09-10),no
ECO-72nytunj,ecosystem-luma,What's Next in Deep Tech? (Honda Xcelerator Ventures x SOSV),2026-09-22,18:00–20:00,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,Honda Xcelerator Ventures & SOSV,,https://luma.com/72nytunj,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Fireside + networking,medium,8,deep-tech venture fireside + networking,SOSV founder Sean O'Sullivan (fireside).,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Registration open (Luma primary page),2026-09-10T22:13:01.474475+00:00,9,Strong-qualified,Registration status/eligibility not fully verified.,72nytunj,"As Climate Week NYC brings together the people and ideas shaping the future of climate innovation, join Honda Xcelerator Ventures and SOSV for a fireside chat with SOSV founder Sean O’Sullivan.
Sean will reflect on SOSV’s journey, lessons learned along the way, and how its approach to backing emerging technologies has evolved.
Looking ahead, Sean will share his perspective on climate and deep tech, the opportunities he sees emerging, and the technologies and ideas he believes are worth betting on next.
The conversation will be moderated by Hyundo Kwon, Principal - Honda Xcelerator Ventures.",fireside,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-0x2srxfd,ecosystem-luma,The Race to Recover America's Critical Minerals: When Startups and Industry Team Up,2026-09-23,08:00-11:00,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,"KOMPAS VC, SOSV, At One Ventures",,https://luma.com/0x2srxfd,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Breakfast fireside + networking,medium,7,critical minerals / industrials breakfast,"KOMPAS VC, SOSV, At One Ventures; Helios Matters and Atalco named as participants.",Not stated (unverified),unknown,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/eligibility not fully verified.,0x2srxfd,"The US imports the vast majority of the critical minerals that power its defense, aerospace, and semiconductor industries — but a meaningful share of what it…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-e8angels-ohxt,ecosystem-luma,Capital for Resilience: Investing in Climate's Next Wave,2026-09-23,09:00-11:00,America/New_York,Midtown West (obfuscated),,,E8 Angels; Coeus Collective Ventures,,https://luma.com/e8angels-ohxt,Luma public search (query: climate investor),investor/resilience,medium,6,investor/resilience,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/eligibility not fully verified. Also on official directory (row CW-0483) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,e8angels-ohxt,"Most climate capital still flows to mitigation. In 2023, adaptation and resilience drew roughly $65 billion worldwide against $1.78 trillion for mitigation,…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-xmuiv8bw,ecosystem-luma,Carbon Newbie Summit at Climate Week NYC 2026,2026-09-23,09:00–12:30,America/New_York,"Debevoise & Plimpton LLP, 66 Hudson Blvd E",,,Carbon Newbie; Michelle Li,,https://luma.com/xmuiv8bw,Luma public search (query: climate week),carbon/summit,strong,4,carbon/summit,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,6,Qualified,Registration status/eligibility not fully verified.,xmuiv8bw,"The Carbon Newbie Summit is back for its 6th edition! 🎉
What can whales teach us about economics? How is AI transforming the way buildings use energy? And how are global investors and insurers preparing for a changing climate?
Hear fresh perspectives from senior leaders at Mubadala Investment Company, London Stock Exchange Group, Trane Technologies, ServiceNow, American Family Insurance, BrainBox AI and more—alongside renowned scientists, entrepreneurs and changemakers from Columbia Climate School, the University of Toronto, Rutgers University and the Clean Air Task Force.
We’ll explore everyt",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-hpyciizr,ecosystem-luma,Common Denominator: How Philanthropy Unlocks and Scales Climate Innovation,2026-09-23,10:00-12:30,America/New_York,Chelsea (obfuscated),,,LabStart Innovations et al.,,https://luma.com/hpyciizr,Luma public search (query: climate tech),innovation/philanthropy,medium,4,innovation/philanthropy,,Not stated (unverified),Free,Registration requires approval,Registration requires approval,2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/eligibility not fully verified.,hpyciizr,"You're invited to join LabStart, Activate, The Engine, and Azolla Ventures on Wednesday, September 23 from 10am - 12:30pm during Climate Week NYC.
We're…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-kxgknkyb,ecosystem-luma,"The State of Climate Storytelling: Media Panel with the Financial Times, Washington Post and Canary Media",2026-09-23,10:40-11:25,America/New_York,"LUME Studios, 393 Broadway, Lower Manhattan",,,Antenna Group,,https://luma.com/kxgknkyb,Luma public search (query: climate week),media/climate-communications,medium,4,media/climate-communications,,Not stated (unverified),Free,Registration requires approval,Registration requires approval,2026-09-10 (this pass),5,Excluded-non-commercial,Registration status/eligibility not fully verified. Also on official directory (row CW-0461) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,kxgknkyb,"Has climate storytelling entered a new phase amidst the virtual disappearance of ""net zero"" goals and a more uncertain period for electrification,…",,"ecosystem-primary (Luma registration page, 2026-09-10)",no
ECO-69gbd51y,ecosystem-luma,Climate Solutions Showcase,2026-09-23,12:00–16:00,America/New_York,The Arts Center at Governors Island (Bldg 110),,,Governors Island,,https://luma.com/69gbd51y,Luma public search (query: climate tech),showcase,strong,6,showcase,,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Registration open (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,69gbd51y,"Extreme heat and chronic flooding have become a new normal in New York City. On Governors Island, novel adaptation solutions that New Yorkers will depend on aren’t only concepts; they're reality. From recycleable flood barriers to passive cooling technology, the Trust's Climate Piloting Program supports more than two dozen innovative solutions that are paving the way for more resilient and sustainable cities.
Join us on Wednesday, September 23, to see emerging tech in action, hear the founders pitch, and connect with the dynamic climate piloting ecosystem on Governors Island.
Event Details
12-",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),no
ECO-auyw9d6z,ecosystem-luma,Swiss Climatetech Showcase,2026-09-23,13:00–14:30,America/New_York,"Performance Space New York, 150 1st Ave",,,Swissnex in Boston and New York,,https://luma.com/auyw9d6z,Luma public search (query: climate tech),startup/showcase,strong,6,startup/showcase,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,auyw9d6z,"Meet the next generation of Swiss climatetech founders as the Climate Collider 2026 cohort comes to Climate Week NYC. Eight Swiss startups — spanning carbon removal, geothermal drilling, sustainable agriculture, clean hydrogen, industrial efficiency, circular construction materials, advanced membranes, biomaterials, and textile recycling — will pitch their solutions to investors, researchers, and industry leaders shaping the future of climate innovation.
Climate Collider is a startup camp powered by Innosuisse and managed by Swissnex, designed to strengthen transatlantic collaboration and conn",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-mgw71g15,ecosystem-luma,The Future of Data Centers: Technologies to Change the Paradigm,2026-09-23,13:00–15:00,America/New_York,Chelsea (obfuscated),,,MIT Climate Project,,https://luma.com/mgw71g15,Luma public search (query: energy data center),data-center/tech,medium,7,data-center/tech,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,mgw71g15,"Data centers are at an inflection point, facing interconnected technical, operational, economic, and community constraints that demand cross-sector dialogue and innovation. The program will feature presentations from MIT researchers and spinouts developing technologies that will reshape the future of data centers, followed by a panel discussion exploring the sector’s most pressing opportunities and challenges.
The session will also bring together a panel of leaders from technology, infrastructure, capital, and policy to explore how a systems approach can reveal pathways to reshape data center ",connect,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
