record_id,origin,title,date_local,time_local,timezone,venue,neighborhood,borough,host,official_url,registration_url,source_calendars,format,net_signal,icp_score,icp_fit_rationale,confirmed_people_orgs,target_audience,price_currency,access_requirements,observed_registration_status,observation_time,rank_score,rank_tier,remaining_uncertainty,slug,official_desc_snippet,networking_evidence,evidence_level,desc_has_commercial
ECO-hpyciizr,ecosystem-luma,Common Denominator: How Philanthropy Unlocks and Scales Climate Innovation,2026-09-23,10:00-12:30,America/New_York,Chelsea (obfuscated),,,LabStart Innovations et al.,,https://luma.com/hpyciizr,Luma public search (query: climate tech),innovation/philanthropy,medium,4,innovation/philanthropy,,Not stated (unverified),Free,Registration requires approval,Registration requires approval,2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/eligibility not fully verified.,hpyciizr,"You're invited to join LabStart, Activate, The Engine, and Azolla Ventures on Wednesday, September 23 from 10am - 12:30pm during Climate Week NYC.
We're…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-evigo33o,ecosystem-luma,Shaping the Data Center Narrative,2026-09-23,14:30-15:10,America/New_York,"LUME Studios, 393 Broadway, Lower Manhattan",,,Antenna Group,,https://luma.com/evigo33o,Luma public search (query: energy data center),data-center/media,medium,5,data-center/media,,Not stated (unverified),Free,Registration requires approval,Registration requires approval,2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/eligibility not fully verified. Also on official directory (row CW-0533) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,evigo33o,"As AI, electrification, and digital infrastructure reshape the global economy, the companies building and powering these systems are facing greater scrutiny…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-0o9bivsv,ecosystem-luma,Heatmap House: Climate Tech's New Era,2026-09-23,14:30-16:15,America/New_York,"22 Vanderbilt, 335 Madison Ave, Midtown East",,,Heatmap News,,https://luma.com/0o9bivsv,Luma public search (query: climate tech),media/climate-tech,medium,7,media/climate-tech,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/eligibility not fully verified.,0o9bivsv,"IPOs. Booming energy demand. Weird capital stacks. Climate tech has entered a new era of explosive growth and simmering uncertainty. We talk to investors,…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-a3dxuies,ecosystem-luma,India's Clean Energy Transformation: Delivering 24/7 Clean Power at Scale,2026-09-23,16:30-18:30,America/New_York,"Consulate General of India, 3 E 64th St",,,India Energy & Climate Center,,https://luma.com/a3dxuies,Luma public search (query: energy data center),energy/scale,medium,5,energy/scale,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/eligibility not fully verified. Also on official directory (row CW-0512) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,a3dxuies,"As the world grapples with rapidly growing electricity demand from data centers, advanced manufacturing, and industry, India’s emerging model of firm,…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-x3n9yz9d,ecosystem-luma,Powering AI: Data Centers and the Subsea Infrastructure Race,2026-09-23,17:00-20:00,America/New_York,Manhattan (obfuscated),,,ECOncrete,,https://luma.com/x3n9yz9d,Luma public search (query: energy data center),ai-infrastructure/infra,medium,6,ai-infrastructure/infra,,Not stated (unverified),Free,Registration requires approval,Registration requires approval,2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/eligibility not fully verified.,x3n9yz9d,"AI is becoming one of the biggest (and fastest) infrastructure scale-up challenges of the decade.
As data centers expand exponentially, so is the demand for…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-1imw4eyv,ecosystem-luma,Port Powerhouse @ Climate Week NYC,2026-09-24,08:30-14:30,America/New_York,Manhattan (obfuscated),,,High Ambition Climate Collective,,https://luma.com/1imw4eyv,Luma public search (query: climate week),ports/industry,medium,4,ports/industry,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,"Waitlist (Luma page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/eligibility not fully verified. Also on official directory (row CW-0597) but not auto-qualified by the theme/format filter; retained on ecosystem evidence.,1imw4eyv,"Join us on UN World Maritime Day, Thursday, September 24, for the second annual convening at Climate Week NYC.
Port Powerhouse: Ports powering a…",,"ecosystem-primary (Luma registration page, 2026-09-10)",no
ECO-3tddgrxo,ecosystem-luma,Impact State of Mind: Investor Day,2026-09-24,09:00-20:30,America/New_York,Manhattan (obfuscated),,,Impact State of Mind,,https://luma.com/3tddgrxo,Luma public search (query: climate investor),investor day,strong,6,investor day,,Not stated (unverified),USD 20-24,Registration requires approval,Registration requires approval,2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/eligibility not fully verified.,3tddgrxo,"Join us in Midtown Manhattan for “Impact State of Mind 2026: Investor Day,” a full day of programming created for investors, funders, business leaders, and…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
ECO-bvctdu9t,ecosystem-luma,Communities Take Charge: Launching the Data Center Policy Toolkit,2026-09-24,12:00-15:00,America/New_York,Manhattan (obfuscated),,,We Build Progress,,https://luma.com/bvctdu9t,Luma public search (query: energy data center),data-center/policy,medium,5,data-center/policy,,Not stated (unverified),Free,Registration/approval required (Luma); eligibility not verified.,Open/free registration,2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/eligibility not fully verified.,bvctdu9t,"We Build Progress, Public Citizen, Climate Justice Alliance and partners will convene state and local policymakers, advocates, organizers, and policy experts…",,"ecosystem-primary (Luma registration page, 2026-09-10)",no
ECO-80fz2wvo,ecosystem-luma,Catalyzing Cities (NYC Edition),2026-09-25,09:00-13:00,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,Climate Vine & Cool Climate Collective,,https://luma.com/80fz2wvo,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Interactive session,medium,6,Interactive session,,Not stated (unverified),unknown,Registration/approval required (Luma); eligibility not verified.,Not observed,2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/eligibility not fully verified.,80fz2wvo,"Cities are increasingly expected to deliver climate resilience while navigating constrained budgets, aging infrastructure, and growing complexity. Yet many of…",,"ecosystem-primary (Luma registration page, 2026-09-10)",yes
CW-0008,official-838,Wallet Max Emerald Summit and Awards,2026-09-18,09:00am-05:00pm,America/New_York (assumed; NYC listing),124 E 14th St,,Manhattan,Wallet Max™,https://www.climateweeknyc.org/event-search/wallet-max-emerald-summit-and-awards?hsLang=en,https://luma.com/EmeraldSummitWM26,climateweeknyc.org/event-search (official),In-person,medium,2,climate finance / investment,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,wallet-max-emerald-summit-and-awards,,,directory-tag only (description not retrieved),no
CW-0007,official-838,NYPH Regenerative Metropolis Symposium 2026,2026-09-18,09:00am-07:00pm,America/New_York (assumed; NYC listing),63 Fifth Ave.,,Manhattan,New York Passive House,https://www.climateweeknyc.org/event-search/nyph-regenerative-metropolis-symposium-2026?hsLang=en,https://members.nypassivehouse.org/main-calendar/Details/regenerative-metropolis-symposium-2026-1847153?sourceTypeId=Website,climateweeknyc.org/event-search (official),In-person,medium,6,built world / data centers / real estate; energy / grid / power markets; climate finance / investment,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/price/eligibility not verified.,nyph-regenerative-metropolis-symposium-2026,,,directory-tag only (description not retrieved),no
CW-0046,official-838,First Timers at Climate Week NYC,2026-09-20,12:00pm-03:00pm,America/New_York (assumed; NYC listing),,,,"The Climate Chain Reaction - Founder, Dr. Neha Arora",https://www.climateweeknyc.org/event-search/first-timers-at-climate-week-nyc?hsLang=en,https://luma.com/ugwwqdfa,climateweeknyc.org/event-search (official),In-person,strong,6,energy / grid / power markets; climate finance / investment; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/price/eligibility not verified.,first-timers-at-climate-week-nyc,"12:00pm - 03:00pm, Sunday, September 20, 2026 Public event Register now Climate Week NYC has more than 1,000 events, many of them invite-only, and no playbook for how to navigate it. First Timers at Climate Week NYC is the event for people arriving without one. No panels. No keynotes. Just small-group introductions, practical guidance from Climate Week veterans — what to prioritize and how to get into the right rooms, and time to find your people before the week starts. Who this event is for: Pr",,primary-page (official description parsed 2026-09-10),no
CW-0049,official-838,[Official] Family Offices & Investors Summit - Climate Week NYC (+LPs/GPs Matchmaking),2026-09-21,02:00pm-07:00pm,America/New_York (assumed; NYC listing),3W 51st,,Manhattan,WeTheAtlas,https://www.climateweeknyc.org/event-search/official-family-offices-investors-summit-climate-week-nyc-lpsgps-matchmaking?hsLang=en,https://luma.com/4tgu4cmw,climateweeknyc.org/event-search (official),In-person,strong,6,energy / grid / power markets; climate finance / investment; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/price/eligibility not verified.,official-family-offices-investors-summit-climate-week-nyc-lpsgps-matchmaking,,,directory-tag only (description not retrieved),yes
CW-0096,official-838,The South is On Fire,2026-09-21,02:30pm-06:00pm,America/New_York (assumed; NYC listing),United States,,,Southeast Sustainability Directors Network (SSDN) + New York University (NYU) School of Professional Studies,https://www.climateweeknyc.org/event-search/the-south-is-on-fire?hsLang=en,https://luma.com/vfzpnnae,climateweeknyc.org/event-search (official),In-person,strong,1,  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,the-south-is-on-fire,,,directory-tag only (description not retrieved),no
CW-0131,official-838,Powering Forward: Sustainable Sports & Entertainment,2026-09-21,03:00pm-07:00pm,America/New_York (assumed; NYC listing),The Forum at Columbia University - 601 W. 125th St,,Manhattan,"Sustainability, Energy, and Entertainment Network (SEEN) at Columbia's Climate School, Green Sports Alliance, Hollywood Climate Summit, Music Sustainability Alliance, Sustainable Entertainment Alliance, and Broadway Green Alliance",https://www.climateweeknyc.org/event-search/powering-forward-sustainable-sports-entertainment?hsLang=en,https://luma.com/t1jnhm78,climateweeknyc.org/event-search (official),In-person,strong,2,  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,powering-forward-sustainable-sports-entertainment,,,directory-tag only (description not retrieved),no
CW-0154,official-838,From pledge to panel: How Indonesia can deliver on its 100GW solar ambition,2026-09-21,03:30pm-05:00pm,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/from-pledge-to-panel-how-indonesia-can-deliver-on-its-100gw-solar-ambition?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,medium,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Official directory access type not stated.,Not individually observed in this pass,2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,from-pledge-to-panel-how-indonesia-can-deliver-on-its-100gw-solar-ambition,,,directory-tag only (description not retrieved),no
CW-0079,official-838,Morningstar Sustainalytics Sustainable Investing Forum,2026-09-21,03:30pm-06:30pm,America/New_York (assumed; NYC listing),320 Park Avenue,,Manhattan,Morningstar Sustainalytics,https://www.climateweeknyc.org/event-search/morningstar-sustainalytics-sustainable-investing-forum?hsLang=en,https://morningstar.cventevents.com/event/90f5859e-e87f-4d54-9f68-2f0a3cf7b3a0/summary,climateweeknyc.org/event-search (official),In-person,medium,6,built world / data centers / real estate; energy / grid / power markets; climate finance / investment,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/price/eligibility not verified.,morningstar-sustainalytics-sustainable-investing-forum,,,directory-tag only (description not retrieved),no
CW-0118,official-838,Built World Resiliency: From Data Centers to Materials (by Zacua Ventures and JLL Spark),2026-09-21,03:30pm-06:30pm,America/New_York (assumed; NYC listing),330 Madison Avenue,,Manhattan,Zacua Ventures and JLL,https://www.climateweeknyc.org/event-search/built-world-resiliency-from-data-centers-to-materials?hsLang=en,https://luma.com/hv33ltxq,climateweeknyc.org/event-search (official),In-person,none,6,built world / data centers / real estate; energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,built-world-resiliency-from-data-centers-to-materials,,,directory-tag only (description not retrieved),yes
CW-0127,official-838,Catalyst Conversations of Consequence: The Leadership Challenge,2026-09-21,05:00pm-06:30pm,America/New_York (assumed; NYC listing),536 Myrtle Avenue,,Brooklyn,"Pratt Institute, Creative Enterprise Leadership",https://www.climateweeknyc.org/event-search/catalyst-conversations-of-consequence-the-leadership-challenge?hsLang=en,https://forms.gle/1gTDfSbrPqYvu5ey7,climateweeknyc.org/event-search (official),Hybrid,medium,3,software / data / AI infrastructure  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,catalyst-conversations-of-consequence-the-leadership-challenge,,,directory-tag only (description not retrieved),no
CW-0132,official-838,Embodied Carbon Game Night,2026-09-21,05:00pm-06:30pm,America/New_York (assumed; NYC listing),11 W 42nd Street,,Manhattan,AIANY Committee on the Environment (COTE) and the Carbon Leadership Forum NYC,https://www.climateweeknyc.org/event-search/embodied-carbon-game-night?hsLang=en,https://aiany.my.site.com/community/evt__QuickEvent?id=a0bPO000006qbCv,climateweeknyc.org/event-search (official),In-person,medium,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,embodied-carbon-game-night,,,directory-tag only (description not retrieved),no
CW-0061,official-838,Bring a Film to Life! Seedlings Collective x Nightflower Happy Hour,2026-09-21,06:00pm-08:30pm,America/New_York (assumed; NYC listing),155 Suffolk St,,Manhattan,Seedlings Collective,https://www.climateweeknyc.org/event-search/happy-hour-seedlings-collective-x-nightflower-film-kickoff?hsLang=en,https://givebutter.com/happy-hour-seedlings-collective-x-nightflower-film-kickoff,climateweeknyc.org/event-search (official),In-person,strong,3,energy / grid / power markets  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,happy-hour-seedlings-collective-x-nightflower-film-kickoff,,,directory-tag only (description not retrieved),no
CW-0146,official-838,Climate Week NYC Opening Roundtable – Why electrification is good business,2026-09-21,07:30am-09:00am,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/climate-week-nyc-opening-roundtable-why-electrification-is-good-business?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,climate-week-nyc-opening-roundtable-why-electrification-is-good-business,,,directory-tag only (description not retrieved),no
CW-0116,official-838,"Columbia Fashion, Energy, and Climate Summit",2026-09-21,09:00am-05:00pm,America/New_York (assumed; NYC listing),2950 Broadway,,Manhattan,"Fashion, Energy, and Climate Network, Columbia Climate School & Center on Global Energy Policy, School of International and Public Affairs",https://www.climateweeknyc.org/event-search/columbia-fashion-energy-and-climate-summit?hsLang=en,https://events.columbia.edu/go/fashionenergyclimatesummit,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,columbia-fashion-energy-and-climate-summit,,,directory-tag only (description not retrieved),yes
CW-0144,official-838,Lithuania-U.S. Presidential Energy & Resilience Forum,2026-09-21,09:30am-01:00pm,America/New_York (assumed; NYC listing),Input Physical Address,,,Lithuania,https://www.climateweeknyc.org/event-search/lithuania-us-presidential-energy-resilience-forum?hsLang=en,https://luma.com/hnnimf1p,climateweeknyc.org/event-search (official),In-person,medium,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Official directory access type not stated.,Not individually observed in this pass,2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,lithuania-us-presidential-energy-resilience-forum,,,directory-tag only (description not retrieved),yes
CW-0076,official-838,FABSCRAP Climate Week Warehouse Tours,2026-09-21,10:00am-11:00am,America/New_York (assumed; NYC listing),140 58th St,,Brooklyn,"Co-Founder, Camille Tagle",https://www.climateweeknyc.org/event-search/fabscrap-climate-week-warehouse-tours?hsLang=en,https://www.eventbrite.com/e/climate-week-warehouse-tours-tickets-1989681591200,climateweeknyc.org/event-search (official),In-person,strong,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,fabscrap-climate-week-warehouse-tours,"10:00am - 11:00am, Monday, September 21, 2026 140 58th St, STE 5H-3, Brooklyn, Brooklyn, New York, 11220, United States Public event Register now Ever wondered how FABSCRAP works? This is your chance to see our process first-hand! On this behind-the-scenes tour, you’ll learn the full cycle of FABSCRAP's operations, and how we work with fashion brands to divert pre-consumer textile waste from landfills through reuse, recycling, and community action.",,primary-page (official description parsed 2026-09-10),no
CW-0117,official-838,Taming Traffic: How Congestion Pricing Became a Breath of Fresh Air for New York,2026-09-21,12:00pm-01:30pm,America/New_York (assumed; NYC listing),40 W 20th St,,Manhattan,"NRDC, C40 and Parking Reform Network",https://www.climateweeknyc.org/event-search/taming-traffic-how-congestion-pricing-became-a-breath-of-fresh-air-for-new-york?hsLang=en,https://docs.google.com/forms/d/e/1FAIpQLSf3W1dxs4VooecLY7Uxqgt8PjhBwaGcj-wl3Ehk2BTXaYDNEQ/viewform?usp=dialog,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,taming-traffic-how-congestion-pricing-became-a-breath-of-fresh-air-for-new-york,,,directory-tag only (description not retrieved),no
